70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
77322 info lifecycle cliui@2.1.0~install: cliui@2.1.0
77323 silly lifecycle cliui@2.1.0~install: no script for install, continuing
77324 silly install yargs@3.10.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\yargs-1b437daa
77325 info lifecycle yargs@3.10.0~install: yargs@3.10.0
77326 silly lifecycle yargs@3.10.0~install: no script for install, continuing
77327 silly install uglify-js@2.8.29 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\uglify-js-f6454cd8
77328 info lifecycle uglify-js@2.8.29~install: uglify-js@2.8.29
77329 silly lifecycle uglify-js@2.8.29~install: no script for install, continuing
77330 silly install uglifyjs-webpack-plugin@0.4.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\uglifyjs-webpack-plugin-47e5ae93
77331 info lifecycle uglifyjs-webpack-plugin@0.4.6~install: uglifyjs-webpack-plugin@0.4.6
77332 silly lifecycle uglifyjs-webpack-plugin@0.4.6~install: no script for install, continuing
77333 silly install wrap-ansi@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\wrap-ansi-4e2262c6
77334 info lifecycle wrap-ansi@2.1.0~install: wrap-ansi@2.1.0
77335 silly lifecycle wrap-ansi@2.1.0~install: no script for install, continuing
77336 silly install cliui@3.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cliui-56662380
77337 info lifecycle cliui@3.2.0~install: cliui@3.2.0
77338 silly lifecycle cliui@3.2.0~install: no script for install, continuing
77339 silly install wrappy@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\wrappy-2150f3c1
77340 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
77341 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
77342 silly install once@1.4.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\once-2c784d7b
77343 info lifecycle once@1.4.0~install: once@1.4.0
77344 silly lifecycle once@1.4.0~install: no script for install, continuing
77345 silly install inflight@1.0.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\inflight-159bcbcc
77346 info lifecycle inflight@1.0.6~install: inflight@1.0.6
77347 silly lifecycle inflight@1.0.6~install: no script for install, continuing
77348 silly install glob@7.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\glob-4eb7b767
77349 info lifecycle glob@7.1.2~install: glob@7.1.2
77350 silly lifecycle glob@7.1.2~install: no script for install, continuing
77351 silly install globule@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\globule-0b9bf6dd
77352 info lifecycle globule@1.2.0~install: globule@1.2.0
77353 silly lifecycle globule@1.2.0~install: no script for install, continuing
77354 silly install gaze@1.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\gaze-9a613b12
77355 info lifecycle gaze@1.1.2~install: gaze@1.1.2
77356 silly lifecycle gaze@1.1.2~install: no script for install, continuing
77357 silly install rimraf@2.6.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\rimraf-91b8834d
77358 info lifecycle rimraf@2.6.2~install: rimraf@2.6.2
77359 silly lifecycle rimraf@2.6.2~install: no script for install, continuing
77360 silly install fstream@1.0.11 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\fstream-bbf9c741
77361 info lifecycle fstream@1.0.11~install: fstream@1.0.11
77362 silly lifecycle fstream@1.0.11~install: no script for install, continuing
77363 silly install tar@2.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\tar-252a99f8
77364 info lifecycle tar@2.2.1~install: tar@2.2.1
77365 silly lifecycle tar@2.2.1~install: no script for install, continuing
77366 silly install glob@6.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\glob-92ae5ea6
77367 info lifecycle glob@6.0.4~install: glob@6.0.4
77368 silly lifecycle glob@6.0.4~install: no script for install, continuing
77369 silly install true-case-path@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\true-case-path-5f2cf5a7
77370 info lifecycle true-case-path@1.0.2~install: true-case-path@1.0.2
77371 silly lifecycle true-case-path@1.0.2~install: no script for install, continuing
77372 silly install xml-char-classes@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\xml-char-classes-b26c684d
77373 info lifecycle xml-char-classes@1.0.0~install: xml-char-classes@1.0.0
77374 silly lifecycle xml-char-classes@1.0.0~install: no script for install, continuing
77375 silly install ncname@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ncname-2e8fbdf9
77376 info lifecycle ncname@1.0.0~install: ncname@1.0.0
77377 silly lifecycle ncname@1.0.0~install: no script for install, continuing
77378 silly install html-minifier@3.5.8 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\html-minifier-ea22f8ce
77379 info lifecycle html-minifier@3.5.8~install: html-minifier@3.5.8
77380 silly lifecycle html-minifier@3.5.8~install: no script for install, continuing
77381 silly install xtend@4.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\xtend-4a0d4593
77382 info lifecycle xtend@4.0.1~install: xtend@4.0.1
77383 silly lifecycle xtend@4.0.1~install: no script for install, continuing
77384 silly install is-my-json-valid@2.17.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\is-my-json-valid-edbe713f
77385 info lifecycle is-my-json-valid@2.17.1~install: is-my-json-valid@2.17.1
77386 silly lifecycle is-my-json-valid@2.17.1~install: no script for install, continuing
77387 silly install har-validator@2.0.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\har-validator-54d3e1c5
77388 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
77389 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
77390 silly install request@2.79.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\request-9ca08f5f
77391 info lifecycle request@2.79.0~install: request@2.79.0
77392 silly lifecycle request@2.79.0~install: no script for install, continuing
77393 silly install node-gyp@3.6.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\node-gyp-458eaf6e
77394 info lifecycle node-gyp@3.6.2~install: node-gyp@3.6.2
77395 silly lifecycle node-gyp@3.6.2~install: no script for install, continuing
77396 silly install stream-http@2.7.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\stream-http-bd12e69a
77397 info lifecycle stream-http@2.7.2~install: stream-http@2.7.2
77398 silly lifecycle stream-http@2.7.2~install: no script for install, continuing
77399 silly install node-libs-browser@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\node-libs-browser-984f8e7d
77400 info lifecycle node-libs-browser@2.1.0~install: node-libs-browser@2.1.0
77401 silly lifecycle node-libs-browser@2.1.0~install: no script for install, continuing
77402 silly install y18n@3.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\y18n-dccb5b2d
77403 info lifecycle y18n@3.2.1~install: y18n@3.2.1
77404 silly lifecycle y18n@3.2.1~install: no script for install, continuing
77405 silly install yallist@2.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\yallist-2c392843
77406 info lifecycle yallist@2.1.2~install: yallist@2.1.2
77407 silly lifecycle yallist@2.1.2~install: no script for install, continuing
77408 silly install lru-cache@4.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\lru-cache-98588679
77409 info lifecycle lru-cache@4.1.1~install: lru-cache@4.1.1
77410 silly lifecycle lru-cache@4.1.1~install: no script for install, continuing
77411 silly install cross-spawn@3.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cross-spawn-06cc5d20
77412 info lifecycle cross-spawn@3.0.1~install: cross-spawn@3.0.1
77413 silly lifecycle cross-spawn@3.0.1~install: no script for install, continuing
77414 silly install cross-spawn@5.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cross-spawn-b9028902
77415 info lifecycle cross-spawn@5.1.0~install: cross-spawn@5.1.0
77416 silly lifecycle cross-spawn@5.1.0~install: no script for install, continuing
77417 silly install execa@0.7.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\execa-d6ba6821
77418 info lifecycle execa@0.7.0~install: execa@0.7.0
77419 silly lifecycle execa@0.7.0~install: no script for install, continuing
77420 silly install os-locale@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\os-locale-8d9368da
77421 info lifecycle os-locale@2.1.0~install: os-locale@2.1.0
77422 silly lifecycle os-locale@2.1.0~install: no script for install, continuing
77423 silly install yargs@8.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\yargs-81fec6ba
77424 info lifecycle yargs@8.0.2~install: yargs@8.0.2
77425 silly lifecycle yargs@8.0.2~install: no script for install, continuing
77426 silly install camelcase@3.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\camelcase-52b6e053
77427 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
77428 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
77429 silly install yargs-parser@5.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\yargs-parser-4c8bf656
77430 info lifecycle yargs-parser@5.0.0~install: yargs-parser@5.0.0
77431 silly lifecycle yargs-parser@5.0.0~install: no script for install, continuing
77432 silly install camelcase@3.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\camelcase-c1cfe5cf
77433 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
77434 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
77435 silly install yargs@7.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\yargs-4d8782ee
77436 info lifecycle yargs@7.1.0~install: yargs@7.1.0
77437 silly lifecycle yargs@7.1.0~install: no script for install, continuing
77438 silly install sass-graph@2.2.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sass-graph-ef137602
77439 info lifecycle sass-graph@2.2.4~install: sass-graph@2.2.4
77440 silly lifecycle sass-graph@2.2.4~install: no script for install, continuing
77441 silly install axios@0.16.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\axios-e8ad8c28
77442 info lifecycle axios@0.16.2~install: axios@0.16.2
77443 silly lifecycle axios@0.16.2~install: no script for install, continuing
77444 silly install babel-loader@7.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-loader-46b4e29c
77445 info lifecycle babel-loader@7.1.2~install: babel-loader@7.1.2
77446 silly lifecycle babel-loader@7.1.2~install: no script for install, continuing
77447 silly install babel-plugin-transform-runtime@6.23.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-runtime-d6e8005f
77448 info lifecycle babel-plugin-transform-runtime@6.23.0~install: babel-plugin-transform-runtime@6.23.0
77449 silly lifecycle babel-plugin-transform-runtime@6.23.0~install: no script for install, continuing
77450 silly install babel-polyfill@6.26.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-polyfill-32d79326
77451 info lifecycle babel-polyfill@6.26.0~install: babel-polyfill@6.26.0
77452 silly lifecycle babel-polyfill@6.26.0~install: no script for install, continuing
77453 silly install babel-preset-es2015@6.24.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-preset-es2015-847e3f8d
77454 info lifecycle babel-preset-es2015@6.24.1~install: babel-preset-es2015@6.24.1
77455 silly lifecycle babel-preset-es2015@6.24.1~install: no script for install, continuing
77456 silly install babel-preset-stage-1@6.24.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-preset-stage-1-90fd5bac
77457 info lifecycle babel-preset-stage-1@6.24.1~install: babel-preset-stage-1@6.24.1
77458 silly lifecycle babel-preset-stage-1@6.24.1~install: no script for install, continuing
77459 silly install css-loader@0.28.7 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\css-loader-e38dfc7d
77460 info lifecycle css-loader@0.28.7~install: css-loader@0.28.7
77461 silly lifecycle css-loader@0.28.7~install: no script for install, continuing
77462 silly install express@4.16.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\express-84d0884b
77463 info lifecycle express@4.16.2~install: express@4.16.2
77464 silly lifecycle express@4.16.2~install: no script for install, continuing
77465 silly install extract-text-webpack-plugin@2.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\extract-text-webpack-plugin-0460a130
77466 info lifecycle extract-text-webpack-plugin@2.1.2~install: extract-text-webpack-plugin@2.1.2
77467 silly lifecycle extract-text-webpack-plugin@2.1.2~install: no script for install, continuing
77468 silly install file-loader@0.11.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\file-loader-f18545e7
77469 info lifecycle file-loader@0.11.2~install: file-loader@0.11.2
77470 silly lifecycle file-loader@0.11.2~install: no script for install, continuing
77471 silly install html-webpack-plugin@2.30.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\html-webpack-plugin-ff680f9e
77472 info lifecycle html-webpack-plugin@2.30.1~install: html-webpack-plugin@2.30.1
77473 silly lifecycle html-webpack-plugin@2.30.1~install: no script for install, continuing
77474 silly install node-sass@4.7.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\node-sass-07ea84e2
77475 info lifecycle node-sass@4.7.2~install: node-sass@4.7.2
77476 verbose lifecycle node-sass@4.7.2~install: unsafe-perm in lifecycle true
77477 verbose lifecycle node-sass@4.7.2~install: PATH: D:\Program Files\nodejs\node_modules\npm\bin\node-gyp-bin;D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\node-sass\node_modules\.bin;D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.bin;D:\Program Files\nodejs;C:\ProgramData\Oracle\Java\javapath;C:\oraclexe\app\oracle\product\11.2.0\server\bin;;D:\util\oracle\instantclient\vc14;D:\util\oracle\instantclient;C:\oraclexe\app\oracle\product\11.2.0\server\bin;D:\util\Ruby193\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Enterprise Vault\EVClient\;C:\Program Files (x86)\ATT\Graphviz\bin;C:\Program Files (x86)\ATT\Graphviz\bin\tools;C:\Program Files (x86)\Windows Imaging\;C:\Program Files\TortoiseSVN\bin;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\ANT_HOME\Apache-Ant-1.7.0\bin;D:\util\ide\jdk\bin;D:\util\ide\jdk\jre7\bin;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\util\Git\bin;D:\util\ide\tomcat6\lib;D:\util\ide\tomcat6\bin;D:\util\python;D:\util\mysql\bin;D:\util\MongoDB\bin;D:\Program Files\nodejs\;D:\util\Ruby193\bin;D:\util\cocos2d\templates;D:\util\cocos2d\tools\cocos2d-console\bin;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;D:\Users\quancongjin550\AppData\Roaming\npm;D:\util\VisualStudio\VC\bin;D:\util\VisualStudio\Common7\IDE;%GRADLE_HOME%\bin;D:\util\Android\sdk\tools;D:\util\Android\sdk\build-tools;D:\util\Android\sdk\platform-tools;D:\util\ide\maven\bin;D:\util\Android\sdk\platform-tools;C:\Program Files (x86)\PCIP;;D:\util\Microsoft VS Code\bin
77478 verbose lifecycle node-sass@4.7.2~install: CWD: D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\node-sass
77479 silly lifecycle node-sass@4.7.2~install: Args: [ '/d /s /c', 'node scripts/install.js' ]
77480 silly lifecycle node-sass@4.7.2~install: Returned: code: 0  signal: null
77481 silly install only@0.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\only-6f6ed4ce
77482 info lifecycle only@0.0.2~install: only@0.0.2
77483 silly lifecycle only@0.0.2~install: no script for install, continuing
77484 silly install sass@1.0.0-beta.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sass-d0e5e460
77485 info lifecycle sass@1.0.0-beta.4~install: sass@1.0.0-beta.4
77486 silly lifecycle sass@1.0.0-beta.4~install: no script for install, continuing
77487 silly install sass-loader@6.0.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sass-loader-8dcc6627
77488 info lifecycle sass-loader@6.0.6~install: sass-loader@6.0.6
77489 silly lifecycle sass-loader@6.0.6~install: no script for install, continuing
77490 silly install shelljs@0.7.8 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\shelljs-57c57010
77491 info lifecycle shelljs@0.7.8~install: shelljs@0.7.8
77492 silly lifecycle shelljs@0.7.8~install: no script for install, continuing
77493 silly install style-loader@0.17.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\style-loader-471ac6f9
77494 info lifecycle style-loader@0.17.0~install: style-loader@0.17.0
77495 silly lifecycle style-loader@0.17.0~install: no script for install, continuing
77496 silly install vue@2.5.13 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\vue-566034d1
77497 info lifecycle vue@2.5.13~install: vue@2.5.13
77498 silly lifecycle vue@2.5.13~install: no script for install, continuing
77499 silly install vue-loader@12.2.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\vue-loader-213a8ab8
77500 info lifecycle vue-loader@12.2.2~install: vue-loader@12.2.2
77501 silly lifecycle vue-loader@12.2.2~install: no script for install, continuing
77502 silly install vue-router@2.8.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\vue-router-70aa7b31
77503 info lifecycle vue-router@2.8.1~install: vue-router@2.8.1
77504 silly lifecycle vue-router@2.8.1~install: no script for install, continuing
77505 silly install vue-template-compiler@2.5.13 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\vue-template-compiler-362b21b2
77506 info lifecycle vue-template-compiler@2.5.13~install: vue-template-compiler@2.5.13
77507 silly lifecycle vue-template-compiler@2.5.13~install: no script for install, continuing
77508 silly install vuex@2.5.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\vuex-61fc23c6
77509 info lifecycle vuex@2.5.0~install: vuex@2.5.0
77510 silly lifecycle vuex@2.5.0~install: no script for install, continuing
77511 silly install webpack@3.10.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\webpack-af47071b
77512 info lifecycle webpack@3.10.0~install: webpack@3.10.0
77513 silly lifecycle webpack@3.10.0~install: no script for install, continuing
77514 silly doSerial postinstall 775
77515 silly postinstall abbrev@1.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\abbrev-402c059e
77516 info lifecycle abbrev@1.1.1~postinstall: abbrev@1.1.1
77517 silly lifecycle abbrev@1.1.1~postinstall: no script for postinstall, continuing
77518 silly postinstall acorn@5.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\acorn-2ba88183
77519 info lifecycle acorn@5.3.0~postinstall: acorn@5.3.0
77520 silly lifecycle acorn@5.3.0~postinstall: no script for postinstall, continuing
77521 silly postinstall acorn@4.0.13 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\acorn-a990e700
77522 info lifecycle acorn@4.0.13~postinstall: acorn@4.0.13
77523 silly lifecycle acorn@4.0.13~postinstall: no script for postinstall, continuing
77524 silly postinstall acorn-dynamic-import@2.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\acorn-dynamic-import-1de38b9d
77525 info lifecycle acorn-dynamic-import@2.0.2~postinstall: acorn-dynamic-import@2.0.2
77526 silly lifecycle acorn-dynamic-import@2.0.2~postinstall: no script for postinstall, continuing
77527 silly postinstall ajv-keywords@2.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ajv-keywords-5e84d8d6
77528 info lifecycle ajv-keywords@2.1.1~postinstall: ajv-keywords@2.1.1
77529 silly lifecycle ajv-keywords@2.1.1~postinstall: no script for postinstall, continuing
77530 silly postinstall alphanum-sort@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\alphanum-sort-5cd6028e
77531 info lifecycle alphanum-sort@1.0.2~postinstall: alphanum-sort@1.0.2
77532 silly lifecycle alphanum-sort@1.0.2~postinstall: no script for postinstall, continuing
77533 silly postinstall amdefine@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\amdefine-75f242b3
77534 info lifecycle amdefine@1.0.1~postinstall: amdefine@1.0.1
77535 silly lifecycle amdefine@1.0.1~postinstall: no script for postinstall, continuing
77536 silly postinstall ansi-regex@2.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ansi-regex-27646305
77537 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
77538 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
77539 silly postinstall ansi-styles@2.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ansi-styles-8057e500
77540 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
77541 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
77542 silly postinstall aproba@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\aproba-4a394c2f
77543 info lifecycle aproba@1.2.0~postinstall: aproba@1.2.0
77544 silly lifecycle aproba@1.2.0~postinstall: no script for postinstall, continuing
77545 silly postinstall isarray@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\isarray-7db0f40e
77546 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
77547 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
77548 silly postinstall arr-flatten@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\arr-flatten-a4a89971
77549 info lifecycle arr-flatten@1.1.0~postinstall: arr-flatten@1.1.0
77550 silly lifecycle arr-flatten@1.1.0~postinstall: no script for postinstall, continuing
77551 silly postinstall arr-diff@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\arr-diff-8528c842
77552 info lifecycle arr-diff@2.0.0~postinstall: arr-diff@2.0.0
77553 silly lifecycle arr-diff@2.0.0~postinstall: no script for postinstall, continuing
77554 silly postinstall array-find-index@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\array-find-index-0d5c5a93
77555 info lifecycle array-find-index@1.0.2~postinstall: array-find-index@1.0.2
77556 silly lifecycle array-find-index@1.0.2~postinstall: no script for postinstall, continuing
77557 silly postinstall array-flatten@1.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\array-flatten-b42d8056
77558 info lifecycle array-flatten@1.1.1~postinstall: array-flatten@1.1.1
77559 silly lifecycle array-flatten@1.1.1~postinstall: no script for postinstall, continuing
77560 silly postinstall array-unique@0.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\array-unique-0b475ad5
77561 info lifecycle array-unique@0.2.1~postinstall: array-unique@0.2.1
77562 silly lifecycle array-unique@0.2.1~postinstall: no script for postinstall, continuing
77563 silly postinstall asn1@0.2.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\asn1-8a47e091
77564 info lifecycle asn1@0.2.3~postinstall: asn1@0.2.3
77565 silly lifecycle asn1@0.2.3~postinstall: no script for postinstall, continuing
77566 silly postinstall assert-plus@0.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\assert-plus-3c692d33
77567 info lifecycle assert-plus@0.2.0~postinstall: assert-plus@0.2.0
77568 silly lifecycle assert-plus@0.2.0~postinstall: no script for postinstall, continuing
77569 silly postinstall async-each@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\async-each-35aa417c
77570 info lifecycle async-each@1.0.1~postinstall: async-each@1.0.1
77571 silly lifecycle async-each@1.0.1~postinstall: no script for postinstall, continuing
77572 silly postinstall async-foreach@0.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\async-foreach-3e44156e
77573 info lifecycle async-foreach@0.1.3~postinstall: async-foreach@0.1.3
77574 silly lifecycle async-foreach@0.1.3~postinstall: no script for postinstall, continuing
77575 silly postinstall asynckit@0.4.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\asynckit-327aa818
77576 info lifecycle asynckit@0.4.0~postinstall: asynckit@0.4.0
77577 silly lifecycle asynckit@0.4.0~postinstall: no script for postinstall, continuing
77578 silly postinstall aws-sign2@0.6.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\aws-sign2-23c97389
77579 info lifecycle aws-sign2@0.6.0~postinstall: aws-sign2@0.6.0
77580 silly lifecycle aws-sign2@0.6.0~postinstall: no script for postinstall, continuing
77581 silly postinstall aws4@1.6.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\aws4-5ac582fc
77582 info lifecycle aws4@1.6.0~postinstall: aws4@1.6.0
77583 silly lifecycle aws4@1.6.0~postinstall: no script for postinstall, continuing
77584 silly postinstall babel-plugin-syntax-async-functions@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-async-functions-04ea68d1
77585 info lifecycle babel-plugin-syntax-async-functions@6.13.0~postinstall: babel-plugin-syntax-async-functions@6.13.0
77586 silly lifecycle babel-plugin-syntax-async-functions@6.13.0~postinstall: no script for postinstall, continuing
77587 silly postinstall babel-plugin-syntax-async-generators@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-async-generators-4b168267
77588 info lifecycle babel-plugin-syntax-async-generators@6.13.0~postinstall: babel-plugin-syntax-async-generators@6.13.0
77589 silly lifecycle babel-plugin-syntax-async-generators@6.13.0~postinstall: no script for postinstall, continuing
77590 silly postinstall babel-plugin-syntax-class-constructor-call@6.18.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-class-constructor-call-14eacfaa
77591 info lifecycle babel-plugin-syntax-class-constructor-call@6.18.0~postinstall: babel-plugin-syntax-class-constructor-call@6.18.0
77592 silly lifecycle babel-plugin-syntax-class-constructor-call@6.18.0~postinstall: no script for postinstall, continuing
77593 silly postinstall babel-plugin-syntax-class-properties@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-class-properties-2bd57bd8
77594 info lifecycle babel-plugin-syntax-class-properties@6.13.0~postinstall: babel-plugin-syntax-class-properties@6.13.0
77595 silly lifecycle babel-plugin-syntax-class-properties@6.13.0~postinstall: no script for postinstall, continuing
77596 silly postinstall babel-plugin-syntax-decorators@6.13.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-syntax-decorators-dadb498d
77597 info lifecycle babel-plugin-syntax-decorators@6.13.0~postinstall: babel-plugin-syntax-decorators@6.13.0
77598 silly lifecycle babel-plugin-syntax-decorators@6.13.0~postinstall: no script for postinstall, continuing
